Date,Value,Pdf
"Dec 04, 1993",Coping with Financial Sector Reform - A Strategy for Weak Banks - Speech by S. S. tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/03SP041219931799A6F4EBC44117BB8A0EC25278DDB2.PDF
"Nov 22, 1993","Eighth C. D. Deshmukh Memortal Lecture - Central Banks, Monetary Policy and the Financial System - By John W. Crow",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/05SP22111993C7FA4AB893BA42FA8DC8DE116F4AB866.PDF
"Nov 18, 1993",Financial Services for Industries - Speech by C. Rangarjan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP1811199334948549763F4F73870EF50EBBBC66E7.PDF
"Nov 04, 1993",Banking Education and Training - Management of Dynamic Change - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/04SP1910199348C9636ACFBE440F8F1A75855797A7E3.PDF
"Nov 03, 1993",Technology and the Financial Sector - Speech by C. Rangaraian,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP0311199313B6AB94540041A0AC5D6F91A13032F4.PDF
"Oct 26, 1993",Industrial Prospects and Opportunities during the Eighth Plan - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP26101993C599A9666D004661B24EBB9E883B1A42.PDF
"Oct 19, 1993",Interaction of Domestic and International Monetary Policy in the Context of the Financial Sector Reforms - Speech by S. S. Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/04SP19101993ADE68D549B6C482DA4CC3C01853F412B.PDF
"Sep 17, 1993",Autonomy of Central banks - Tenth M.G Kutty Memorial Lecture by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP17091993C02400881DFB454B8B45CE7B25576630.PDF
"Sep 01, 1993",Insurance and Risk Management in a Liberalised Economy - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP01091993F8843976878140A99F559FEE39B03E9F.PDF
"Jul 26, 1993",The Role of Non Banking Financial Companies - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP260719932F9CB696D95E44D09B505577E15E57B6.PDF
"May 21, 1993",Banking and Finance - Monetary and Fiscal Policies - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP21051993D82E48AE0B664FF0AFFA038917BF2F9B.PDF
"May 18, 1993",Growth of Computerisation in Banking industry - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP1805199331B85640E18242D2A8F925A01BAFA59A.PDF
"May 12, 1993",Financial Sector Reform and Non Banking Financial Companies - Speech by S.S. Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP12051993D7AC811897CA414C8C66670A75C29223.PDF
"Apr 23, 1993",Financial Sector Reforms and Banking Industry - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP2304199334AED887DF1D42939FFAE285BDE96B80.PDF
"Apr 15, 1993",Keynote Address - by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP1504199343F72E4EE2C046468825A167D561846D.PDF
"Apr 09, 1993",Managing Competition: Success Strategies - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP09041993384ED9744C7A425890D80027D70A10D4.PDF
"Mar 11, 1993",The Future Course of Monetary Policy - Speech by S.S. Tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP1103199306F96E98A723430FAF20B7A75FA7276B.PDF
"Mar 08, 1993",New Economic Policy and the Role of the State - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP0803199393478B6D74EB4101BB238F3BF870A799.PDF
"Jan 30, 1993","Inflation, Monetary Policy and Financial Sector Reform - Speech by S. S. Tarapore",https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP3001199305BB05FF5EAF4A3BAC31639CF151E292.PDF
"Jan 28, 1993",Banking Sector Reform - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP2801199365E18D38890B48EAA2F1798EDFD96AC3.PDF
"Jan 21, 1993",The macroeconomic Scenario and Credit Policy - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP210119936C8880B2DAC146008F9509339F6765FE.PDF
"Jan 09, 1993",Financial Performance of State Electricity Boards - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP09011993AEE787A9A58845E1ABBBBD70225BF99E.PDF
"Nov 25, 1992",Issues in Commercial Banking Reforms - Speech by S.S tarapore,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP25111992AE280E13B6184C68A819C8347239C4A3.PDF
"Aug 02, 1991",Recent Exchange Rate Adjustments Causes and Consequences - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP020819915A940E20C06C479A8A02CC22E5D20F26.PDF
"Jun 07, 1991",Recent Monetary Policy Measures and The Balance of Payment - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP0706199192055B14E3464830BE8876E963941556.PDF
"Jan 12, 1991",Banking and Profitability - Speech by C. Rangarajan,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP12011991786938DBC78C40F2B6184533A76D5578.PDF
"Dec 06, 1990",Emerging Economic Situation - Speech by R.N Malhotra,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/01SP0612199014D48B78512E48D8BD2F252FCA948C93.PDF
"Nov 28, 1990",Housing Finance - Speech by R.N Malhotra,https://rbidocs.rbi.org.in/rdocs/Speeches/PDFs/02SP281119904DA8B363A76B4B87AC19DC8C48E71B44.PDF
